Visited_Product_Page	Added_to_Cart	Visited_Deals_Page	Clicked_Ad	Viewed_Similar_Items	Abandoned_Cart	Premium_User	Used_Search_Bar	Clicked_Email_Link	Viewed_Reviews	Purchase
1	1	0	1	1	0	0	1	0	0	0
1	1	1	0	0	0	0	1	1	1	1
0	1	1	0	0	0	0	1	1	0	1
1	0	0	0	0	0	1	1	0	1	0
1	0	1	0	1	1	1	0	0	1	0
0	1	0	0	0	0	0	0	0	0	0
0	1	1	0	1	0	0	1	0	1	1
0	1	1	0	0	0	0	1	0	1	1
0	0	0	1	0	1	0	0	1	0	0
1	1	0	1	1	0	0	1	1	0	1
1	1	1	0	0	1	0	1	0	0	0
0	0	0	0	1	1	0	1	0	1	0
0	0	0	0	0	0	0	1	0	1	0
1	1	0	1	1	0	1	1	0	1	1
1	1	0	0	1	1	0	1	0	1	1
1	0	0	0	0	0	0	1	0	1	0
1	1	0	0	0	1	0	1	0	1	1
1	0	0	0	0	0	0	0	0	1	0
0	0	1	0	1	0	0	1	0	0	0
0	1	0	0	1	1	0	0	1	1	1
1	1	0	0	1	1	0	0	0	1	1
1	1	0	0	1	1	0	1	0	1	1
1	1	0	0	0	0	0	1	0	1	1
1	0	0	0	0	1	0	0	0	0	0
1	1	0	0	0	1	0	0	0	1	1
0	0	0	0	0	1	0	0	0	0	0
1	0	1	0	0	0	0	1	0	1	0
0	0	1	0	1	0	0	0	0	0	0
0	0	1	0	1	1	0	0	1	1	0
1	0	1	0	1	0	1	1	0	1	0
1	0	1	0	0	0	1	0	0	1	0
1	0	0	0	1	0	0	1	0	0	0
1	0	1	1	1	0	0	1	0	1	0
0	1	0	0	1	0	0	0	1	1	1
0	0	1	0	0	0	1	1	0	1	0
1	0	1	0	0	1	0	1	0	0	0
1	1	0	0	0	0	0	1	0	1	1
1	1	0	0	0	0	0	1	0	0	0
1	1	0	0	1	0	0	0	1	1	1
1	0	1	0	0	0	0	1	0	0	0
1	1	1	0	0	0	0	1	0	1	1
0	0	1	0	1	1	0	0	1	1	0
1	0	0	1	1	0	0	0	1	0	0
1	0	1	1	1	1	0	0	0	0	0
0	1	0	0	1	0	0	0	0	1	1
1	0	1	0	0	0	0	1	0	0	0
1	0	0	0	0	0	1	0	0	1	0
1	0	0	0	0	0	0	0	1	0	0
0	1	0	0	1	1	0	1	0	0	0
1	1	1	0	1	1	0	0	0	0	0
0	0	1	0	0	0	0	1	1	1	1
1	1	0	0	1	0	0	1	0	0	0
0	1	0	0	0	0	0	0	0	1	1
0	1	1	0	1	0	0	1	1	1	1
1	0	0	1	0	1	0	1	1	0	1
1	1	1	0	0	0	0	0	1	1	1
0	0	0	0	1	1	0	0	0	0	0
0	1	0	0	1	0	1	1	1	1	1
1	0	1	0	1	0	0	1	0	0	0
1	0	1	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	1	1	0
0	1	0	0	0	1	0	1	0	1	1
1	0	1	0	1	0	0	1	1	0	1
0	1	0	0	1	1	0	1	0	1	1
0	0	1	0	1	0	0	1	0	0	0
1	1	0	0	0	1	0	1	1	1	1
1	1	0	0	1	0	1	1	0	1	1
1	1	1	0	1	1	0	1	0	0	0
1	1	1	0	1	1	0	1	0	0	0
1	1	0	1	0	1	0	0	1	0	0
1	0	1	0	1	0	1	1	0	0	0
1	1	0	0	1	1	1	1	0	0	0
0	0	0	0	1	0	0	0	0	1	0
0	1	1	1	1	0	0	1	1	1	1
1	1	1	1	0	0	0	0	1	0	0
1	0	1	0	1	0	0	1	1	1	1
0	0	0	0	1	1	0	1	0	1	0
1	0	0	0	0	0	0	0	0	1	0
0	1	0	0	0	0	0	1	0	1	1
1	1	0	0	0	0	1	0	0	1	1
0	1	1	0	1	0	1	1	0	0	0
1	1	0	0	0	0	0	1	1	0	1
1	1	1	0	1	0	0	0	1	0	0
0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0
1	1	0	0	0	1	0	1	1	1	1
1	1	0	0	0	1	0	1	0	0	0
1	1	0	1	1	1	0	0	0	1	1
1	0	1	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0
1	0	1	0	0	0	0	1	1	1	1
0	0	0	1	0	0	0	1	0	0	0
0	0	1	0	1	0	0	0	0	0	0
0	1	0	0	1	0	0	1	0	1	1
1	0	1	0	1	0	0	0	1	0	0
1	1	0	0	1	0	0	1	0	0	0
0	0	1	0	1	1	0	1	0	0	0
0	1	1	1	0	0	0	1	1	1	1
1	0	0	0	1	0	0	1	1	1	1
0	0	0	0	1	0	0	1	1	1	1
0	0	0	0	0	0	0	1	1	1	1
0	1	1	0	0	0	0	1	0	1	1
1	1	0	0	0	0	0	0	0	1	1
1	0	0	0	0	0	0	0	0	1	0
1	0	0	0	1	1	0	0	0	0	0
1	1	0	0	1	1	0	1	1	0	1
1	0	1	0	1	0	0	0	1	1	0
1	0	0	0	1	0	0	0	1	1	0
1	1	1	1	1	0	0	1	0	0	0
1	1	1	0	1	1	0	0	1	0	0
0	0	0	0	0	0	0	1	1	1	1
0	0	1	0	0	0	0	1	0	1	0
1	1	0	0	1	0	0	1	1	0	1
1	0	1	0	0	0	0	1	0	1	0
1	0	0	0	0	1	0	1	0	1	0
1	1	1	0	1	0	0	1	0	1	1
1	1	0	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0
1	1	0	0	1	0	0	0	0	0	0
1	1	0	0	1	1	0	0	1	0	0
1	0	1	0	0	1	0	1	0	1	0
1	1	0	0	0	0	0	0	1	0	0
1	0	1	0	1	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0
1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	1	0
1	0	0	0	1	0	0	0	0	1	0
1	0	0	1	0	0	0	1	0	0	0
1	0	1	1	0	0	0	1	0	1	0
1	1	0	0	0	0	0	0	0	1	1
1	1	1	0	1	1	0	1	1	1	1
1	1	1	0	0	0	1	0	0	1	1
1	0	0	0	1	1	0	0	0	0	0
1	0	1	0	1	0	0	0	0	1	0
1	0	0	0	0	0	0	1	0	1	0
1	0	0	0	1	1	0	1	0	0	0
0	0	1	1	1	0	0	1	1	0	1
1	1	1	0	1	1	0	1	1	1	1
1	1	1	1	0	0	0	1	0	0	0
0	1	0	0	1	0	0	1	0	0	0
0	0	0	0	1	0	0	1	0	1	0
0	1	0	0	1	0	0	0	1	0	0
1	0	1	0	0	0	0	0	0	0	0
1	0	0	0	1	0	0	1	0	1	0
1	1	1	0	0	0	0	1	1	1	1
0	1	0	0	0	0	0	0	1	0	0
1	0	0	0	1	0	0	0	1	1	0
0	0	0	1	1	0	1	1	1	1	1
1	0	0	0	1	0	0	1	1	1	1
1	1	0	1	1	0	0	0	0	0	0
0	0	1	0	1	1	0	1	0	0	0
1	1	1	0	0	1	0	1	1	0	1
0	0	0	0	1	0	0	1	0	1	0
1	0	0	0	0	1	0	1	1	1	1
1	0	0	1	0	0	0	1	0	1	0
1	1	1	0	1	1	0	0	0	1	1
0	0	0	0	1	1	0	0	0	1	0
0	1	1	0	1	1	0	1	0	0	0
1	1	0	0	1	0	0	1	0	1	1
0	1	0	0	0	0	0	0	1	1	1
1	1	1	0	0	0	0	1	0	1	1
1	1	0	0	1	1	0	1	1	0	1
0	1	0	0	0	0	0	0	0	1	1
0	1	0	1	0	1	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	1	1	1	0	1	0
1	0	1	0	0	0	0	1	1	1	1
1	0	1	0	1	0	0	1	1	0	1
1	0	0	0	1	0	0	1	1	1	1
0	1	1	0	1	0	0	1	1	0	1
1	0	0	0	1	0	0	1	0	0	0
1	0	0	0	1	1	0	1	1	0	1
0	1	0	0	1	0	0	1	1	1	1
0	0	0	0	1	0	0	1	1	1	1
0	0	0	0	0	1	0	0	0	1	0
0	0	1	0	0	0	0	1	1	1	1
1	0	0	1	1	1	1	0	0	0	0
1	0	0	0	1	1	1	1	1	0	1
0	1	0	1	1	0	0	1	0	1	1
1	1	1	0	1	0	0	0	0	0	0
1	0	1	0	1	0	0	0	0	1	0
1	0	0	0	1	1	0	1	0	1	0
1	0	0	0	1	0	0	1	0	1	0
0	1	0	0	0	0	1	0	1	0	0
1	0	0	0	1	1	1	1	0	0	0
1	0	0	1	0	0	0	0	0	1	0
0	1	0	0	1	1	0	0	0	0	0
0	0	0	0	1	1	0	0	0	1	0
0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	1	0	1	0	0	0
1	1	1	0	1	1	0	1	0	0	0
1	1	1	0	0	0	0	1	0	0	0
1	1	0	0	0	0	0	1	0	1	1
1	0	0	0	1	0	1	0	0	0	0
1	1	0	1	1	0	0	1	0	0	0
1	1	0	0	1	1	0	0	1	0	0
1	1	1	0	0	0	0	1	0	0	0
0	0	0	1	1	0	0	1	0	0	0
1	1	1	0	1	0	0	0	0	0	0
1	0	1	0	1	0	0	1	0	1	0
0	0	0	0	1	1	1	0	0	1	0
1	1	0	0	1	1	0	0	0	1	1
1	0	0	0	1	0	0	0	0	1	0
1	1	0	0	1	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	1	0
1	1	0	0	0	0	0	0	0	1	1
1	1	1	0	1	0	1	1	1	0	1
1	1	0	1	0	0	0	0	0	1	1
1	0	0	0	0	1	0	1	0	0	0
1	0	1	0	1	0	0	1	1	0	1
1	1	1	0	0	1	0	1	1	1	1
1	0	0	1	1	0	0	0	0	0	0
1	1	1	0	1	0	0	0	1	0	0
1	1	0	0	1	1	0	1	0	0	0
0	0	0	1	1	0	0	1	0	0	0
0	0	0	0	0	1	0	1	0	0	0
0	0	0	1	1	0	0	0	0	1	0
1	1	1	0	0	0	1	1	0	1	1
0	0	1	0	1	1	0	0	0	1	0
0	0	1	1	1	0	1	1	0	0	0
1	0	0	0	0	1	0	1	0	1	0
1	1	0	0	1	1	0	0	0	1	1
1	0	0	0	1	0	1	1	0	0	0
0	0	0	1	1	0	0	0	0	1	0
1	1	1	0	1	0	0	1	0	1	1
1	1	1	0	0	0	0	1	1	1	1
1	1	0	0	1	1	0	1	0	0	0
1	0	0	0	1	0	0	0	0	0	0
1	0	0	0	1	0	0	0	1	1	0
0	1	0	0	0	1	0	1	0	1	1
0	0	0	0	1	0	0	1	1	1	1
0	1	0	0	0	1	0	1	0	1	1
1	1	0	0	0	0	0	0	0	1	1
1	0	0	0	1	1	1	0	0	0	0
1	1	0	1	1	0	0	1	0	1	1
0	1	0	1	1	0	0	1	0	0	0
1	0	1	0	1	0	1	1	1	1	1
1	1	0	0	1	0	0	1	1	1	1
1	0	1	0	0	1	0	1	0	0	0
1	0	0	0	1	0	0	0	1	1	0
0	0	0	0	0	1	0	0	0	0	0
1	1	0	0	1	0	0	1	0	0	0
1	1	0	0	0	0	0	1	0	0	0
0	1	1	1	0	0	1	1	1	0	1
0	0	0	0	1	0	0	1	0	0	0
1	1	1	0	0	0	0	0	0	0	0
1	0	1	0	0	0	0	0	1	1	0
1	1	0	1	1	1	0	1	0	1	1
0	0	0	0	0	0	1	1	0	1	0
1	0	1	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	1	0	1	0
1	1	1	0	1	0	0	1	0	1	1
1	0	0	0	1	1	0	0	1	0	0
0	1	0	0	1	0	0	1	0	1	1
1	0	0	0	1	0	0	1	0	0	0
1	0	0	0	0	0	0	1	0	1	0
1	0	1	0	1	0	0	1	0	0	0
1	1	0	1	0	0	0	0	0	0	0
1	1	1	0	1	0	0	0	1	1	1
1	0	0	0	1	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	1	0	1	0	1	0
1	1	0	0	0	0	0	1	0	1	1
1	0	0	0	1	1	0	1	1	1	1
1	1	0	1	0	0	0	1	1	0	1
1	1	1	1	1	1	0	0	0	0	0
0	0	0	0	1	0	0	1	1	1	1
1	0	0	0	1	0	0	0	0	0	0
0	1	1	0	0	0	0	0	0	0	0
1	1	1	0	1	0	0	1	0	1	1
1	0	0	0	1	0	0	1	0	0	0
1	0	0	0	1	0	0	1	1	0	1
1	0	1	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0
1	0	0	1	0	0	1	0	1	0	0
0	0	0	0	0	1	0	0	0	0	0
1	1	1	0	1	0	0	1	1	0	1
0	0	0	0	1	0	0	1	0	1	0
1	0	1	0	0	0	0	1	0	1	0
1	0	0	0	1	0	0	1	1	0	1
1	1	1	0	0	0	0	1	0	1	1
0	1	0	0	0	1	0	1	1	0	1
0	0	0	1	0	0	0	1	0	0	0
1	0	1	0	0	0	1	1	1	0	1
1	1	0	0	1	0	0	1	0	1	1
1	0	0	1	0	0	0	1	0	1	0
1	0	0	0	1	1	1	0	1	1	0
1	0	0	0	1	1	1	1	0	0	0
0	0	0	0	1	0	1	1	1	0	1
1	0	1	0	0	0	0	0	1	1	0
1	1	0	1	0	0	1	1	1	0	1
0	1	0	0	0	0	0	0	1	1	1
1	0	0	0	1	0	0	1	0	1	0
0	1	1	0	0	1	0	1	0	1	1
1	0	1	0	1	0	0	0	0	1	0
0	0	0	0	1	0	0	1	0	1	0
1	1	0	1	1	0	1	1	0	1	1
0	1	1	0	1	1	0	1	0	1	1
1	0	0	0	0	0	0	0	0	0	0
1	0	1	0	1	1	0	1	0	1	0
1	1	1	0	1	0	0	1	0	0	0
1	1	1	0	1	0	0	1	1	0	1
1	1	0	1	1	1	0	1	0	0	0
0	0	1	0	1	1	0	1	0	0	0
1	0	1	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	1	0	1	0
1	0	0	0	0	1	0	0	1	0	0
1	1	0	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	1	0	1	0
1	0	0	0	1	1	0	1	0	1	0
0	1	0	1	1	0	0	0	1	1	1
0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	0	0	0	1	1	0
1	1	0	0	1	0	0	0	0	0	0
0	1	1	0	0	0	0	1	0	0	0
0	1	1	1	0	0	0	0	0	0	0
1	0	0	1	1	0	0	1	0	0	0
1	1	0	0	0	0	1	0	0	0	0
1	1	0	1	0	0	0	0	1	1	1
1	0	1	0	0	0	0	1	0	0	0
0	0	1	1	0	1	0	0	0	0	0
1	1	1	0	1	0	0	1	0	0	0
1	0	0	0	1	1	0	0	1	0	0
0	1	1	0	1	0	1	1	1	1	1
0	0	0	1	1	1	0	1	1	0	1
1	0	1	0	0	0	0	1	1	1	1
1	0	0	0	0	0	0	0	1	0	0
0	1	1	0	0	1	0	1	1	1	1
1	0	0	0	0	1	0	1	1	1	1
1	1	1	0	1	0	0	1	0	1	1
1	1	1	1	1	1	1	1	0	1	1
1	1	0	0	1	0	0	0	0	1	1
1	1	0	1	0	1	1	1	0	0	0
1	1	1	0	1	0	1	0	0	1	1
1	0	0	0	1	0	0	0	0	1	0
1	1	0	0	1	0	0	1	1	1	1
1	1	0	0	1	0	0	0	0	0	0
1	0	0	0	1	1	0	0	1	0	0
1	0	0	0	1	0	0	0	1	1	0
1	1	0	0	1	0	0	1	1	0	1
0	0	0	0	0	0	0	1	1	0	1
1	1	0	0	1	0	0	1	1	0	1
1	0	1	0	0	0	0	0	0	1	0
1	0	1	0	0	0	0	1	0	1	0
0	1	1	0	1	1	0	1	0	0	0
1	0	0	0	1	0	0	1	1	0	1
1	0	1	0	0	0	0	0	1	0	0
0	1	0	0	1	1	0	1	1	0	1
1	0	0	0	0	0	0	1	0	1	0
0	1	1	0	1	1	0	0	0	1	1
0	1	1	0	1	1	1	0	0	0	0
1	1	1	0	1	0	0	0	0	1	1
1	0	1	0	1	0	0	1	0	1	0
1	0	0	0	0	0	0	0	0	0	0
0	1	0	0	1	0	0	1	1	0	1
1	1	1	0	0	1	0	0	0	1	1
0	1	0	0	1	0	0	1	0	0	0
0	1	0	0	1	0	0	0	1	1	1
0	0	1	0	1	0	0	1	0	0	0
1	0	1	0	0	0	0	1	0	1	0
1	0	0	1	0	0	0	0	0	1	0
1	0	1	1	0	1	0	1	0	1	0
1	0	1	0	1	0	1	0	0	1	0
0	1	1	0	1	0	0	1	0	1	1
1	0	0	0	0	0	0	1	0	1	0
1	0	0	0	1	1	1	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0
0	1	0	0	0	1	1	0	1	1	1
1	1	0	0	1	0	0	1	0	1	1
1	1	0	0	1	1	0	1	1	0	1
1	1	0	1	1	0	0	1	0	0	0
1	0	1	0	0	0	1	0	0	1	0
0	1	0	1	0	0	0	0	1	0	0
